ID,day,organism,em_Preferred_name,em_desc,Marinobacter_LFC,Marinobacter_pvalue,Marinobacter_padj,Alteromonas_LFC,Alteromonas_pvalue,Alteromonas_padj,Pseudohoeflea_LFC,Pseudohoeflea_pvalue,Pseudohoeflea_padj,Thalassospira_1_LFC,Thalassospira_1_pvalue,Thalassospira_1_padj,Thalassospira_2_LFC,Thalassospira_2_pvalue,Thalassospira_2_padj
1_1182_MED4_genome,5,MED4,,Alternative locus ID,-0.027773786,0.97396268,0.989289942,-0.0188551,0.97180672,0.98306514,0.642642887,0.303195172,0.62302309,1.02084617,0.08268809,0.199552539,-0.256639445,0.582861813,0.83525307
1_1183_MED4_genome,5,MED4,rbsK,Alternative locus ID,0.868858605,0.01194311,0.513773,-0.4105988,0.1926897,0.38119896,0.40841194,0.095365216,0.534361361,0.449708217,0.087671142,0.205887853,0.260507201,0.260786198,0.726824113
1_1184_MED4_genome,5,MED4,,Alternative locus ID,0.327386565,0.345436059,0.616383161,0.20215946,0.23303762,0.42513321,0.358559026,0.254471749,0.601279495,0.36000967,0.078144834,0.192286347,0.04020309,0.836948271,0.928814344
1_1185_MED4_genome,5,MED4,,Multidrug efflux transporter,0.237838655,0.42841708,0.682978598,0.18809251,0.44375943,0.62497204,0.53227239,0.040034499,0.534361361,0.432847251,0.02308178,0.114727065,0.248141233,0.252481566,0.726824113
1_1186_MED4_genome,5,MED4,,Alternative locus ID,0.384758082,0.239584511,0.558098386,0.07991512,0.71995529,0.82822535,0.643438057,0.106626235,0.534361361,0.422667646,0.070245375,0.18112935,0.227858273,0.336895813,0.735850173
1_1187_MED4_genome,5,MED4,dppB,"COG601 ABC-type dipeptide oligopeptide nickel transport systems, permease components Amino acid transport and metabolism Inorganic ion transport and metabolism",-0.285293252,0.285948285,0.576491998,0.35127487,0.15524984,0.33622879,0.265788851,0.195173384,0.568072836,0.262145199,0.121299723,0.247376002,-0.127531988,0.470639395,0.783447381
1_1188_MED4_genome,5,MED4,ddpA,"Substrate binding protein, possibly oligopeptides",0.142852469,0.372060999,0.63872134,0.53979289,0.0010738,0.03966851,0.140845252,0.241376281,0.590115995,0.339438717,0.042031474,0.141983646,0.223808587,0.307973172,0.729703177
1_1189_MED4_genome,5,MED4,,Alternative locus ID,0.125812324,0.46208828,0.700774819,0.90179665,0.0014062,0.04179581,0.187865836,0.116864159,0.536097533,-0.004554233,0.967820351,0.979938126,0.193017047,0.085516463,0.726824113
1_119_MED4_genome,5,MED4,,Alternative locus ID,-0.178438138,0.16585664,0.531579157,-0.0011384,0.9901908,0.99514474,-0.019861257,0.917615262,0.950749677,-0.106535059,0.353734836,0.489290843,-0.15081608,0.368700946,0.747913958
1_1190_MED4_genome,5,MED4,thrA,Homoserine dehydrogenase,-0.057696747,0.615418646,0.801020496,0.23952537,0.04243751,0.17019304,-0.004749685,0.969620046,0.978277368,0.239718323,0.043045616,0.142072642,0.070241174,0.584589926,0.835563429
1_1191_MED4_genome,5,MED4,sufE,Sulfur acceptor protein SufE for iron-sulfur cluster assembly,0.199551377,0.219909313,0.547675811,0.49481157,0.0081082,0.07247353,0.377769236,0.070863674,0.534361361,0.483025154,0.00770181,0.083068933,0.201667189,0.200655625,0.726824113
1_1192_MED4_genome,5,MED4,,Belongs to the 5-formyltetrahydrofolate cyclo-ligase family,0.231384569,0.23098349,0.554455105,0.44726155,0.03849308,0.16005455,0.565521771,0.023884272,0.534361361,0.531740584,0.059775601,0.166660276,0.18057057,0.409054879,0.760867773
1_1193_MED4_genome,5,MED4,ruvC,Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group,-0.059537881,0.690834247,0.844206481,-0.0850395,0.37449991,0.56116563,-0.066379257,0.591163584,0.769393797,-0.100398188,0.320591312,0.459128371,-0.116963765,0.383822112,0.75303371
1_1194_MED4_genome,5,MED4,chlI,Involved in chlorophyll biosynthesis. Catalyzes the insertion of magnesium ion into protoporphyrin IX to yield Mg- protoporphyrin IX,-0.083468745,0.664725836,0.829180734,-0.0538453,0.59509242,0.73750837,-0.156581308,0.275226037,0.608110872,-0.048527141,0.612653693,0.731452917,0.055766881,0.628423122,0.850912144
1_1195_MED4_genome,5,MED4,trmJ,Catalyzes the formation of 2'O-methylated cytidine (Cm32) or 2'O-methylated uridine (Um32) at position 32 in tRNA,0.443259103,0.110405931,0.513773,0.40907518,0.04440753,0.17454764,0.965179325,0.001585897,0.534361361,0.613457382,0.002983236,0.077090762,0.249654068,0.100409733,0.726824113
1_1196_MED4_genome,5,MED4,cytM,Alternative locus ID,0.23221234,0.166026544,0.531579157,0.17639883,0.29102697,0.48443533,0.526678841,0.004414735,0.534361361,0.194164787,0.134535652,0.262112564,0.037632461,0.761391827,0.889139028
1_1197_MED4_genome,5,MED4,petG,"Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions. PetG is required for either the stability or assembly of the cytochrome b6-f complex",0.270271314,0.300574041,0.579287018,-0.1764232,0.26997633,0.46350953,-0.184550093,0.276418911,0.608713935,-0.040170903,0.855211139,0.91166426,0.308469137,0.220909118,0.726824113
1_1198_MED4_genome,5,MED4,,Alternative locus ID,0.357087586,0.035209136,0.513773,0.10198521,0.3679326,0.55478692,0.5370267,0.004825473,0.534361361,0.599303277,0.00462279,0.078019332,0.201852932,0.136541022,0.726824113
1_1199_MED4_genome,5,MED4,hisH,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR",-0.026768612,0.862268853,0.939012737,0.0753978,0.54146061,0.70567678,-0.110062319,0.54579943,0.738366694,0.029774223,0.801599562,0.876421605,0.043302613,0.742390461,0.883487486
1_12_MED4_genome,5,MED4,argH,Argininosuccinate lyase,0.120728109,0.274367744,0.568877366,0.30367707,0.00999477,0.07901434,0.076348888,0.419484323,0.670616516,0.111293353,0.190916495,0.331650365,0.141676521,0.295431836,0.729703177
1_120_MED4_genome,5,MED4,crtQ,Catalyzes the conversion of zeta-carotene to lycopene via the intermediary of neurosporene. It carries out two consecutive desaturations (introduction of double bonds) at positions C-7 and C-7',-0.286517616,0.065469812,0.513773,-0.1460447,0.10839979,0.277648,-0.275442943,0.167971386,0.550636575,-0.267983233,0.083355506,0.200110732,-0.191115765,0.172345349,0.726824113
1_1200_MED4_genome,5,MED4,trxA,Belongs to the thioredoxin family,-0.285918997,0.222366483,0.547675811,-0.1456636,0.09269441,0.25626345,-0.373911176,0.112962428,0.534405675,-0.472445939,0.021989249,0.113552006,-0.429451822,0.178956508,0.726824113
1_1201_MED4_genome,5,MED4,guaB,Alternative locus ID,-0.347473737,0.048653747,0.513773,0.00037776,0.99548087,0.99774693,-0.334431425,0.088060885,0.534361361,-0.258956658,0.01514805,0.101429226,-0.219107083,0.089777938,0.726824113
1_1202_MED4_genome,5,MED4,gyrA,"A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner",-0.135779345,0.393251513,0.655351634,-0.0339804,0.65310353,0.78413243,-0.218129675,0.144967017,0.536097533,-0.004250107,0.962034411,0.976264186,0.000267132,0.997798745,0.999880745
1_1203_MED4_genome,5,MED4,crtL1,lycopene beta cyclase,-0.165964229,0.183552146,0.539510648,-0.0330683,0.67202385,0.79741584,0.045337962,0.690534406,0.822903357,-0.005595686,0.948928668,0.968899173,-0.150194006,0.372010314,0.751872851
1_1204_MED4_genome,5,MED4,,Belongs to the glycosyl hydrolase 57 family,0.047585941,0.725628714,0.863651028,0.19154691,0.07310842,0.22615342,0.202291248,0.089652071,0.534361361,-0.102373498,0.282760911,0.425692563,0.135092512,0.200514381,0.726824113
1_1205_MED4_genome,5,MED4,leuA,Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate),-0.132781862,0.436216265,0.686722182,-0.0864508,0.4944156,0.66880967,-0.162967142,0.28393887,0.612861314,-0.165734846,0.286498316,0.42829826,-0.145031078,0.443414046,0.774898747
1_1206_MED4_genome,5,MED4,,Adenoviral fiber protein,0.13929841,0.513749156,0.736179391,-0.0348749,0.67012173,0.79631162,-0.019228524,0.919146889,0.95133684,0.226756442,0.12636209,0.251545674,0.228520536,0.134187918,0.726824113
1_1207_MED4_genome,5,MED4,,Alternative locus ID,-0.086459715,0.494053916,0.727270287,0.04126838,0.70744834,0.82065716,-0.03829875,0.772026361,0.863720304,0.214163244,0.064953523,0.174024712,-0.074127987,0.485111622,0.790467055
1_1208_MED4_genome,5,MED4,folD,"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate",-0.107075931,0.44184734,0.688951899,0.05783089,0.4888252,0.66499602,-0.203253114,0.218592585,0.583257561,-0.201652749,0.095296438,0.215977999,-0.035658584,0.748473113,0.884243045
1_1209_MED4_genome,5,MED4,crtE,Belongs to the FPP GGPP synthase family,-0.290211981,0.138313474,0.513773,0.21650703,0.01554978,0.09843957,-0.181561868,0.412193136,0.670616516,-0.231517191,0.104806799,0.228269684,-0.190433062,0.405681259,0.759292327
1_121_MED4_genome,5,MED4,,Belongs to the HesB IscA family,0.173871514,0.340349225,0.612648854,-0.0470469,0.69827833,0.81444607,-0.088686019,0.537604017,0.733999514,0.15641444,0.146340114,0.279165202,0.242702846,0.085273279,0.726824113
1_1210_MED4_genome,5,MED4,,Alternative locus ID,-0.351292876,0.047639613,0.513773,0.36724162,0.01348091,0.08929943,-0.01414385,0.935731395,0.957666495,-0.169738953,0.389904939,0.526357968,-0.138904762,0.406796363,0.759292327
1_1211_MED4_genome,5,MED4,cbiA,Cobyrinic acid,0.153573441,0.432942468,0.685076179,0.06599621,0.61199481,0.75265175,0.114729594,0.572295543,0.756076348,0.24573523,0.132854576,0.259398479,0.164347546,0.33679243,0.735850173
1_1212_MED4_genome,5,MED4,opcA,"an allosteric effector of glucose-6-phosphate dehydrogenase, cyanobacterial",-0.129476369,0.239412422,0.558098386,-0.1613727,0.07241909,0.22451711,-0.135552762,0.167874921,0.550636575,-0.020946612,0.81675322,0.886431037,-0.130133346,0.240280995,0.726824113
1_1213_MED4_genome,5,MED4,zwf,Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone,-0.18785071,0.270745558,0.568138975,0.16693147,0.05663454,0.19994671,-0.232291558,0.273335416,0.608110872,0.041703631,0.647111844,0.758937978,-0.129273006,0.297469947,0.729703177
1_1214_MED4_genome,5,MED4,petH,Alternative locus ID,-0.065459383,0.731404977,0.866645887,-0.1619428,0.14875142,0.32882794,-0.316869619,0.092802602,0.534361361,-0.211893154,0.053395968,0.159275861,0.013615616,0.91975094,0.968132359
1_1215_MED4_genome,5,MED4,,Alternative locus ID,-0.149851894,0.311547725,0.589447518,0.04879043,0.55665606,0.71260965,-0.194446812,0.263808232,0.606114506,-0.203752541,0.0510635,0.155210418,-0.157206281,0.240202097,0.726824113
1_1216_MED4_genome,5,MED4,sasA,"May be involved in signal transduction. Participates in the KaiABC clock protein complex, which constitutes the main circadian regulator in cyanobacteria, via its interaction with KaiC. Required for robustness of the circadian rhythm of gene expression and is involved in clock outputs",-0.41453599,0.111381781,0.513773,-0.4074635,0.00342993,0.0521299,-0.321439227,0.044634949,0.534361361,-0.654096801,0.003302578,0.077090762,-0.481897463,0.115197966,0.726824113
1_1217_MED4_genome,5,MED4,,Alternative locus ID,0.407100438,0.106272215,0.513773,-0.1047406,0.3894704,0.57463336,0.17753704,0.433144167,0.678133615,0.015728335,0.930334287,0.957242724,0.330199296,0.329707111,0.734986815
1_1218_MED4_genome,5,MED4,,Alternative locus ID,0.054829557,0.686409211,0.840089517,0.02342298,0.71626747,0.82689292,0.025337943,0.811880951,0.88715774,-0.036512857,0.668527847,0.772923977,0.08822915,0.46215137,0.781010708
1_1219_MED4_genome,5,MED4,prs,Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P),-0.141830658,0.368305094,0.636826359,0.05920005,0.31896903,0.51318216,-0.175834837,0.321698925,0.626898845,-0.094841071,0.289828327,0.432023221,-0.12589231,0.31262839,0.729703177
1_122_MED4_genome,5,MED4,,Alternative locus ID,-0.290757761,0.067066999,0.513773,0.07095114,0.51415493,0.68439084,-0.178444023,0.470343673,0.69151921,-0.12394939,0.297255071,0.436891074,-0.203701401,0.375755609,0.751872851
1_1220_MED4_genome,5,MED4,malQ,Alternative locus ID,-0.04452953,0.810354243,0.911246235,-0.011726,0.89062649,0.94056817,-0.089246704,0.544671163,0.737879623,0.083072477,0.463387217,0.599035562,0.03391345,0.826399093,0.922436175
1_1221_MED4_genome,5,MED4,,Alternative locus ID,0.994205633,0.054888416,0.513773,0.02485098,0.89592633,0.94293442,0.458614493,0.370548301,0.648734821,0.604708775,0.042613144,0.142072642,0.370127673,0.081393215,0.726824113
1_1222_MED4_genome,5,MED4,aarF,Alternative locus ID,0.046535555,0.744960599,0.871009927,0.00052443,0.99504921,0.99774693,-0.058027168,0.571744908,0.755899497,0.173798972,0.064708119,0.173822838,-0.00639209,0.967161576,0.989643575
1_1223_MED4_genome,5,MED4,cad,Alternative locus ID,0.115075056,0.515057315,0.736179391,0.34375981,0.03458777,0.1519335,0.281467901,0.039434498,0.534361361,0.454749068,0.003640083,0.077090762,0.090496856,0.382096966,0.75303371
1_1224_MED4_genome,5,MED4,cdsA,Belongs to the CDS family,0.112804686,0.570217834,0.767808385,0.13652746,0.2070703,0.39698807,0.209158264,0.120475128,0.536097533,0.400792882,0.009128729,0.08512761,0.092524253,0.55799917,0.821862846
1_1225_MED4_genome,5,MED4,todF,Alpha beta hydrolase,-0.185153239,0.258194248,0.56393419,0.17099452,0.305301,0.49732525,0.099726074,0.48425352,0.698471088,-0.179091628,0.18519307,0.325042098,-0.058304217,0.713251207,0.873545148
1_1226_MED4_genome,5,MED4,gldA,glycerol dehydrogenase,-0.044403805,0.773808967,0.886207735,-0.0275286,0.73285021,0.83450223,-0.128317982,0.326432373,0.628203611,-0.019853756,0.829529964,0.89473726,-0.032131237,0.7839772,0.901962294
1_1227_MED4_genome,5,MED4,clpC,Belongs to the ClpA ClpB family,-0.047207117,0.824952849,0.917942893,-0.0207163,0.79279958,0.87650844,-0.290352393,0.135165483,0.536097533,0.041293039,0.666663252,0.771622764,0.036479252,0.763841377,0.890554655
1_1228_MED4_genome,5,MED4,,This enzyme acetylates the N-terminal alanine of ribosomal protein S18,0.770932752,0.137264164,0.513773,0.30328687,0.20109193,0.39031472,0.671175052,0.241760171,0.590115995,0.127585427,0.497495364,0.630401447,0.373411206,0.071493951,0.726824113
1_1229_MED4_genome,5,MED4,lysA,Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine,0.028245172,0.88283938,0.942410897,-0.1639989,0.03744586,0.15844383,-0.122338993,0.274420789,0.608110872,0.01330256,0.895896655,0.937884182,0.086205848,0.647544245,0.856518285
1_123_MED4_genome,5,MED4,,Alternative locus ID,0.160238077,0.361046058,0.63166619,0.28473492,0.0712172,0.22332875,0.27755898,0.048475919,0.534361361,0.301927963,0.041853952,0.141801485,0.266414074,0.100973777,0.726824113
1_1230_MED4_genome,5,MED4,dacA,"Catalyzes the condensation of 2 ATP molecules into cyclic di-AMP (c-di-AMP), a second messenger used to regulate differing processes in different bacteria",0.013153794,0.932382827,0.967540307,-0.1291121,0.29897305,0.49171852,-0.229674943,0.052099162,0.534361361,-0.005161751,0.952998416,0.970220408,-0.009233347,0.958679575,0.985352308
1_1231_MED4_genome,5,MED4,uppS,Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids,0.446023901,0.004942803,0.513773,-0.0630504,0.56633245,0.72000307,0.12242516,0.629238058,0.789011952,0.265089964,0.117375837,0.243759661,0.266238875,0.302361451,0.729703177
1_1232_MED4_genome,5,MED4,bioB,Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism,0.03085493,0.790373511,0.897875526,-0.1385665,0.16529817,0.34741551,0.029938807,0.746572021,0.84952633,0.015799045,0.869112418,0.921393463,0.032728709,0.741542808,0.883139327
1_1233_MED4_genome,5,MED4,,Belongs to the UPF0176 family,0.319704308,0.098230983,0.513773,-0.0793147,0.49194236,0.66785956,0.346851123,0.129302249,0.536097533,0.31225649,0.086510539,0.204752606,-0.004439115,0.970592597,0.989643575
1_1234_MED4_genome,5,MED4,F2J10.13,Alternative locus ID,0.051316017,0.782032354,0.891288321,-0.5052462,0.0610984,0.20588016,0.227921124,0.239702783,0.590115995,0.115956068,0.570523927,0.698519097,0.070219014,0.710169089,0.873100553
1_1235_MED4_genome,5,MED4,lipA2,"Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives",-0.26644896,0.135859966,0.513773,-0.1399869,0.17609817,0.35949477,0.010799048,0.917114338,0.950749677,-0.274980578,0.040934299,0.140735291,-0.207088994,0.122549454,0.726824113
1_1236_MED4_genome,5,MED4,recR,May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO,-0.035937032,0.880117332,0.941637771,-0.6005471,0.00721558,0.06893231,0.038572812,0.915476666,0.950611176,-0.313574241,0.015932548,0.102119499,-0.156658311,0.159992281,0.726824113
1_1237_MED4_genome,5,MED4,psbP,Photosystem II oxygen evolving complex protein PsbP,0.022525319,0.935530392,0.968816109,0.00990015,0.88895268,0.93983385,-0.246830966,0.250602738,0.598966851,0.257025081,0.057865361,0.164794774,0.068204031,0.705617236,0.873034084
1_1238_MED4_genome,5,MED4,,multidrug efflux family,0.197818761,0.45128775,0.695765464,-0.1608518,0.34574127,0.534723,0.290452766,0.278484835,0.610555094,0.267587533,0.23755237,0.380563446,0.181226142,0.484443631,0.790467055
1_1239_MED4_genome,5,MED4,,Alternative locus ID,0.855457094,0.197515111,0.539510648,0.0626077,0.78896246,0.87533663,0.851120205,0.23770624,0.590115995,0.502597661,0.018946264,0.104303621,0.058947465,0.868190294,0.94880345
1_124_MED4_genome,5,MED4,,None,0.318474837,0.404511777,0.665867286,0.15363407,0.24710571,0.43790596,0.480487177,0.128056197,0.536097533,0.573791563,0.022731832,0.114727065,0.358341241,0.152545605,0.726824113
1_1240_MED4_genome,5,MED4,deaD,"DEAD-box RNA helicase involved in various cellular processes at low temperature, including ribosome biogenesis, mRNA degradation and translation initiation",0.211921301,0.140912297,0.515627577,-0.4833596,0.00056554,0.0392812,0.031083802,0.908070733,0.944621325,-0.076893131,0.634284345,0.74839303,0.037508883,0.862316782,0.944418779
1_1241_MED4_genome,5,MED4,recD,Alternative locus ID,0.895432664,0.082013826,0.513773,-0.0173811,0.948107,0.97340238,0.464087018,0.196544168,0.56951875,1.2291857,0.02092053,0.110105034,0.47872228,0.424588787,0.763402862
1_1242_MED4_genome,5,MED4,recB,"COG1074 ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains) DNA replication, recombination, and repair",0.507373957,0.352495365,0.62294719,0.11506964,0.692562,0.81127421,0.498017269,0.242999343,0.591637184,0.897746427,0.040226852,0.14024643,0.31837079,0.444949422,0.774898747
1_1243_MED4_genome,5,MED4,,methyltransferase activity,0.3715913,0.301173931,0.579287018,0.01462619,0.94734086,0.97317743,0.180853928,0.510567081,0.715389762,0.652825943,0.076921897,0.190913391,0.127160738,0.688650492,0.865450392
1_1244_MED4_genome,5,MED4,recC,Exodeoxyribonuclease V,0.547901439,0.248177549,0.561670543,-0.156004,0.35319789,0.54107929,0.536600197,0.270085381,0.606114506,0.424716734,0.047328004,0.149289156,0.219160666,0.316164332,0.729829078
1_1245_MED4_genome,5,MED4,,Alternative locus ID,0.027052947,0.911736917,0.957072355,0.18463593,0.09659831,0.26284043,0.407945198,0.058927472,0.534361361,-0.053871058,0.717105013,0.81080561,0.024693232,0.897918627,0.962234612
1_1246_MED4_genome,5,MED4,pdxJ,Catalyzes the complicated ring closure reaction between the two acyclic compounds 1-deoxy-D-xylulose-5-phosphate (DXP) and 3-amino-2-oxopropyl phosphate (1-amino-acetone-3-phosphate or AAP) to form pyridoxine 5'-phosphate (PNP) and inorganic phosphate,0.242818297,0.092524905,0.513773,-0.1767724,0.43228996,0.61396683,0.037245389,0.875179865,0.92399103,0.128703253,0.216966569,0.360235765,0.165969621,0.201719988,0.726824113
1_1247_MED4_genome,5,MED4,,Alternative locus ID,-0.184961193,0.205566213,0.543345847,0.03644846,0.73139378,0.83383232,0.105952778,0.419946616,0.670616516,-0.303717208,0.091666626,0.211140994,-0.093265815,0.682561299,0.864495727
1_1248_MED4_genome,5,MED4,,Alternative locus ID,-0.258860799,0.151749976,0.528100912,-0.265158,0.00464499,0.05611965,-0.293244646,0.040218694,0.534361361,-0.428819945,0.003588043,0.077090762,-0.242800615,0.102738894,0.726824113
1_1249_MED4_genome,5,MED4,colA,Belongs to the BolA IbaG family,-0.284350771,0.083955579,0.513773,-0.2030035,0.02058305,0.11517493,-0.280199978,0.040095437,0.534361361,-0.487789442,0.008685277,0.083941825,-0.190388821,0.146169882,0.726824113
1_125_MED4_genome,5,MED4,,Cell division inhibitor,-0.278874038,0.106850022,0.513773,0.04034442,0.68625626,0.80890216,-0.190884087,0.338127252,0.633699953,0.0442018,0.693827723,0.791474498,-0.20255935,0.103468913,0.726824113
1_1250_MED4_genome,5,MED4,ycf64,Belongs to the glutaredoxin family. Monothiol subfamily,-0.131175032,0.30433422,0.582799929,-0.2182741,0.01144117,0.0829377,-0.166085742,0.205632557,0.57583111,-0.348195821,0.008868552,0.08433905,-0.15288868,0.25380159,0.726824113
1_1251_MED4_genome,5,MED4,,Alternative locus ID,0.028811671,0.912218399,0.957072355,0.34942089,0.12581094,0.29800594,0.173666458,0.221298125,0.583881236,0.587919305,0.011422125,0.088970739,0.187826993,0.383153468,0.75303371
1_1252_MED4_genome,5,MED4,,Alternative locus ID,-0.629718643,0.025708919,0.513773,-0.0422158,0.46473842,0.64181345,-0.589624757,0.099170022,0.534361361,-0.633972371,0.019020991,0.104398069,-0.804154472,0.094697179,0.726824113
1_1253_MED4_genome,5,MED4,,Alternative locus ID,0.439233944,0.124163437,0.513773,0.36612964,0.18759111,0.37459721,0.535374741,0.109837969,0.534361361,0.714312017,0.002667182,0.077090762,0.25673173,0.203100612,0.726824113
1_1254_MED4_genome,5,MED4,crtH,Alternative locus ID,-0.00284988,0.984575366,0.99237927,0.21540111,0.05737336,0.20075867,0.044900529,0.799564683,0.878195401,0.116394179,0.290984017,0.432614864,0.171013817,0.178520858,0.726824113
1_1255_MED4_genome,5,MED4,trmFO,Catalyzes the folate-dependent formation of 5-methyl- uridine at position 54 (M-5-U54) in all tRNAs,-0.378294732,0.136751761,0.513773,0.0071926,0.95520112,0.97649681,-0.179990802,0.447610589,0.686755176,-0.233534332,0.061683003,0.169517953,-0.227397683,0.452748051,0.778348643
1_1256_MED4_genome,5,MED4,,Alternative locus ID,-0.286901759,0.185551675,0.539510648,0.09266124,0.41311314,0.59578855,-0.48148568,0.010904121,0.534361361,-0.681439463,0.018949487,0.104303621,-0.306317834,0.187469465,0.726824113
1_1257_MED4_genome,5,MED4,,Alternative locus ID,-0.345111052,0.230483153,0.554455105,0.06078197,0.61730494,0.75675992,-0.185193383,0.497445655,0.706277238,-0.531101977,0.041427303,0.140852829,-0.746272277,0.16045449,0.726824113
1_1258_MED4_genome,5,MED4,,Alternative locus ID,0.222711052,0.557510499,0.760384991,0.08064707,0.64911798,0.78141848,0.581127879,0.139049578,0.536097533,0.0888567,0.662337323,0.768791539,-0.169154269,0.492977205,0.791152223
1_1259_MED4_genome,5,MED4,,outer membrane autotransporter barrel domain protein,-0.459838109,0.12716231,0.513773,-0.1169282,0.33482575,0.52463316,-0.404259662,0.226559162,0.5897292,-0.540900586,0.041539881,0.140986064,-0.710073858,0.157659388,0.726824113
1_126_MED4_genome,5,MED4,ndhO,"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration",0.358434168,0.33954289,0.612648854,0.1322216,0.18921662,0.37705927,-0.160607546,0.159429458,0.543317428,0.582901282,0.002165706,0.073330267,0.277314551,0.308362228,0.729703177
1_1260_MED4_genome,5,MED4,,Alternative locus ID,0.533773047,0.02950954,0.513773,-0.1424849,0.46860847,0.64530242,0.073756592,0.708631046,0.832702789,-0.301056859,0.057036327,0.164536747,0.35858159,0.150040308,0.726824113
1_1261_MED4_genome,5,MED4,,,0.864737342,0.098992759,0.513773,0.12024993,0.12326834,0.2959981,0.231489791,0.742694393,0.847721883,0.123280735,0.58691222,0.712679124,0.279589054,0.324168618,0.734986815
1_1262_MED4_genome,5,MED4,apt,"Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis",0.013267087,0.915573814,0.957961491,0.06199726,0.63076442,0.76656215,0.161537585,0.214969383,0.583257561,0.009877033,0.903046686,0.942786618,-0.042075588,0.739188525,0.882006334
1_1263_MED4_genome,5,MED4,hupE,Alternative locus ID,-0.265222044,0.140259018,0.515177003,-0.1684194,0.0306076,0.14133942,-0.269451369,0.224136334,0.587490329,-0.420826042,0.008512743,0.083484911,-0.439159372,0.137788396,0.726824113
1_1264_MED4_genome,5,MED4,,None,0.019660866,0.892997684,0.947761631,-0.2395555,0.00452333,0.05499569,-0.228940801,0.142829483,0.536097533,-0.288813306,0.038818085,0.137328807,-0.120265072,0.495463769,0.792178103
1_1265_MED4_genome,5,MED4,,,-2.013176739,0.322459027,0.598879561,0.84218807,0.6001541,0.74093575,0.165671439,0.937609812,0.957959563,1.329647343,0.650787991,0.761366463,-0.808387079,0.783801954,0.901962294
1_1266_MED4_genome,5,MED4,,pathogenesis,-0.25360707,0.22663196,0.549696964,-0.3125501,0.05674095,0.19994671,-0.393777409,0.055407585,0.534361361,-0.147161779,0.320744547,0.459128371,-0.345947413,0.048149052,0.726824113
1_1267_MED4_genome,5,MED4,,None,0.734968403,0.055498084,0.513773,0.29500889,0.38077119,0.56571005,0.485895969,0.408409381,0.670616516,0.606600877,0.125406383,0.251467289,0.579455254,0.196951527,0.726824113
1_1268_MED4_genome,5,MED4,,,0.885212769,0.262205382,0.56393419,-0.0579933,0.84242954,0.91173997,0.721350516,0.259456908,0.604474531,0.359137072,0.481864833,0.617108229,0.491897469,0.171664754,0.726824113
1_1269_MED4_genome,5,MED4,,PFAM Acyltransferase,0.587471272,0.139135076,0.514549903,0.02565867,0.87494349,0.92962746,0.564690074,0.106997228,0.534361361,0.438537446,0.028319575,0.120928331,0.293476387,0.142164781,0.726824113
